id_arbre,arrondissement,rue,emplacement,espece_latin,dhp_cm,x,y,date_releve,genre,annee_releve,classe_dhp,anomalie
OUT_0000001,Outremont,DUNLOP,parterre,GINKGO BILOBA 'PRINC. SENTRY',11,295649.9,5041556.82,2021-07-29,GINKGO,2021,10 à moins de 30 cm,FALSE
OUT_0000002,Outremont,DUNLOP,parterre,TILIA AMERICANA REDMOND,18,295641.36,5041563.73,2021-08-09,TILIA,2021,10 à moins de 30 cm,FALSE
OUT_0000003,Outremont,DUNLOP,façade,ACER PLATANOIDES,86,295633.51,5041569.7,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000004,Outremont,DUNLOP,parterre,QUERCUS ROBUR,51,295621.84,5041575.97,2024-07-25,QUERCUS,2024,30 à moins de 60 cm,FALSE
OUT_0000005,Outremont,DUNLOP,façade,ACER SACCHARINUM,92,295599.56,5041590.29,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000006,Outremont,DUNLOP,parterre,PHELLODENDRON AMU. HIS MAJESTY,6,295585.16,5041598.92,2021-08-09,PHELLODENDRON,2021,Moins de 10 cm,FALSE
OUT_0000007,Outremont,DUNLOP,façade,ACER SACCHARINUM,80,295575.03,5041606.02,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000008,Outremont,DUNLOP,façade,FRAXINUS PENNSYLVANICA,47,295565.54,5041612.45,2024-09-09,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000009,Outremont,DUNLOP,parterre,ACER PLATANOIDES,37,295551.56,5041620.33,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000010,Outremont,DUNLOP,façade,ACER SACCHARINUM,64,295536.35,5041630.11,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000011,Outremont,DUNLOP,façade,GLEDITSIA TRIACANTHOS INERMIS,46,295523.47,5041638.26,2024-09-09,GLEDITSIA,2024,30 à moins de 60 cm,FALSE
OUT_0000012,Outremont,DUNLOP,parterre,ACER SACCHARINUM,81,295516.05,5041642.97,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000013,Outremont,DUNLOP,parterre,ACER PLATANOIDES EMLD QUN,12,295506.4,5041649.89,2021-08-09,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000014,Outremont,DUNLOP,droite,ACER PLATANOIDES,82,295497.52,5041655.28,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000017,Outremont,DUNLOP,parterre,ACER PLATANOIDES,75,295478.54,5041668.41,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000018,Outremont,DUNLOP,parterre,GINKGO BILOBA 'PRINC. SENTRY',7,295464.32,5041676.09,2021-08-09,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000019,Outremont,DUNLOP,parterre,ACER PLATANOIDES,59,295457.71,5041680.93,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000022,Outremont,DUNLOP,droite,ULMUS PUMILA,58,295423.3,5041702.11,2024-09-09,ULMUS,2024,30 à moins de 60 cm,FALSE
OUT_0000023,Outremont,DUNLOP,parterre,AMELANCHIER LAEVIS,9,295415.07,5041707.42,2023-08-30,AMELANCHIER,2023,Moins de 10 cm,FALSE
OUT_0000024,Outremont,DUNLOP,parterre,QUERCUS BICOLOR,5,295407.46,5041713.38,2025-04-30,QUERCUS,2025,Moins de 10 cm,FALSE
OUT_0000025,Outremont,DUNLOP,parterre,ACER PLATANOIDES,65,295399.43,5041716.23,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000026,Outremont,DUNLOP,parterre,GLEDITSIA T. I. SHADEMASTER,8,295392.89,5041722.03,2021-08-09,GLEDITSIA,2021,Moins de 10 cm,FALSE
OUT_0000027,Outremont,DUNLOP,parterre,ACER SACCHARINUM,66,295387.35,5041725.46,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000028,Outremont,DUNLOP,parterre,ULMUS 'ACCOLADE',7,295381.83,5041729,2021-08-09,ULMUS,2021,Moins de 10 cm,FALSE
OUT_0000029,Outremont,DUNLOP,parterre,FRAXINUS AMERICANA,32,295375.42,5041733,2024-07-25,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000030,Outremont,DUNLOP,parterre,ACER PLATANOIDES,63,295366.3,5041737.42,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000031,Outremont,DUNLOP,façade,ACER SACCHARINUM,80,295359.21,5041742.28,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000032,Outremont,DUNLOP,parterre,QUERCUS MACROCARPA,4,295354.75,5041746.32,2021-08-09,QUERCUS,2021,Moins de 10 cm,FALSE
OUT_0000033,Outremont,DUNLOP,parterre,ACER PLATANOIDES,71,295348.1,5041750.96,2025-06-11,ACER,2025,60 cm et plus,FALSE
OUT_0000034,Outremont,DUNLOP,parterre,TILIA CORDATA,30,295340.09,5041755.61,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000035,Outremont,DUNLOP,parterre,ACER PLATANOIDES SUPERFORM,34,295338.14,5041757.21,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000036,Outremont,DUNLOP,parterre,ACER PLATANOIDES DEBORAH,40,295323.38,5041766.56,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000037,Outremont,DUNLOP,parterre,ACER PLATANOIDES DEBORAH,46,295319,5041769.39,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000038,Outremont,DUNLOP,gauche,ACER PLATANOIDES,56,295310.37,5041775.6,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000039,Outremont,DUNLOP,parterre,ACER PLATANOIDES DEBORAH,33,295291.9,5041787.95,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000040,Outremont,DUNLOP,parterre,ACER PLAT. DEBORAH,28,295284.52,5041791.18,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000042,Outremont,DUNLOP,parterre,ACER PLATANOIDES,85,295272.24,5041799.87,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000043,Outremont,DUNLOP,parterre,GLEDITSIA T. I. SHADEMASTER,7,295267.23,5041802.81,2021-08-09,GLEDITSIA,2021,Moins de 10 cm,FALSE
OUT_0000044,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',6,295251.76,5041812.22,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000045,Outremont,DUNLOP,parterre,ACER SACCHARINUM,63,295243.92,5041817.12,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000046,Outremont,DUNLOP,parterre,ACER PLATANOIDES,82,295232.7,5041825.67,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000047,Outremont,DUNLOP,parterre,ACER PLATANOIDES,72,295225.95,5041830.44,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000048,Outremont,DUNLOP,parterre,TILIA CORDATA,49,295218.83,5041832.79,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000049,Outremont,DUNLOP,parterre,ACER PLATANOIDES,85,295208.51,5041839.1,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000050,Outremont,DUNLOP,parterre,ACER PLATANOIDES,34,295191.75,5041850.17,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000051,Outremont,DUNLOP,façade,ACER PLATANOIDES,73,295186.9,5041853.12,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000052,Outremont,DUNLOP,parterre,ACER PLATANOIDES DEBORAH,40,295178.18,5041858.93,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000053,Outremont,DUNLOP,parterre,ACER PLATANOIDES,40,295173.06,5041862.13,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000054,Outremont,DUNLOP,sur le côté gauche,ACER PLATANOIDES,55,295863.57,5041416.8,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000055,Outremont,DUNLOP,sur le côté gauche,ACER PLATANOIDES,54,295853.2,5041422.76,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000056,Outremont,DUNLOP,banquette,GYMNOCLADUS DIOICUS,9,295849.38,5041426.62,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000057,Outremont,DUNLOP,banquette,GYMNOCLADUS DIOICUS,7,295845.63,5041429.11,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000058,Outremont,DUNLOP,banquette,ACER FREEMANII AUTUMN BLAZE,5,295815.4,5041445.88,2024-06-21,ACER,2024,Moins de 10 cm,FALSE
OUT_0000059,Outremont,DUNLOP,banquette,GYMNOCLADUS DIOICUS 'ESPRESSO',5,295808.57,5041450.66,2025-09-23,GYMNOCLADUS,2025,Moins de 10 cm,FALSE
OUT_0000060,Outremont,DUNLOP,banquette,ULMUS AMERICANA 'PRINCETON',5,295801.13,5041457.02,2021-08-31,ULMUS,2021,Moins de 10 cm,FALSE
OUT_0000061,Outremont,DUNLOP,banquette,CELTIS OCCIDENTALIS,5,295793.91,5041461.47,2024-10-09,CELTIS,2024,Moins de 10 cm,FALSE
OUT_0000062,Outremont,DUNLOP,banquette,ACER PLATANOIDES DEBORAH,22,295787.68,5041465.54,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000063,Outremont,DUNLOP,banquette,GLEDITSIA T. I. SKYLINE,14,295782.57,5041468.29,2021-08-09,GLEDITSIA,2021,10 à moins de 30 cm,FALSE
OUT_0000064,Outremont,DUNLOP,parterre,ACER FREEMANII AUTUMN BLAZE,5,295763.19,5041484.07,2025-09-23,ACER,2025,Moins de 10 cm,FALSE
OUT_0000065,Outremont,DUNLOP,parterre,GINKGO BILOBA 'AUTUMN GOLD',6,295742.89,5041497.78,2021-08-09,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000066,Outremont,DUNLOP,parterre,SYRINGA R. IVORY SILK,18,295726.65,5041508.92,2021-08-09,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000067,Outremont,DUNLOP,parterre,ACER PLATANOIDES DEBORAH,40,295718.22,5041513.68,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000068,Outremont,DUNLOP,parterre,ACER PLATANOIDES EMLD QUN,34,295711.03,5041518.49,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000069,Outremont,DUNLOP,parterre,ACER PLATANOIDES,62,295701.45,5041523.95,2025-07-21,ACER,2025,60 cm et plus,FALSE
OUT_0000070,Outremont,DUNLOP,parterre,GLEDITSIA TRIACANTHOS INERMIS,52,295693.1,5041528.55,2025-07-21,GLEDITSIA,2025,30 à moins de 60 cm,FALSE
OUT_0000071,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',6,295683.11,5041536.38,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000072,Outremont,DUNLOP,gauche,ACER SACCHARINUM,66,295674.71,5041542.35,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000073,Outremont,DUNLOP,parterre,ACER PLATANOIDES,32,295673.49,5041526.27,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000074,Outremont,DUNLOP,parterre,AMELANCHIER LAEVIS,5,295681.68,5041519.31,2023-06-27,AMELANCHIER,2023,Moins de 10 cm,FALSE
OUT_0000075,Outremont,DUNLOP,parterre,GINKGO BILOBA,7,295689.89,5041514.29,2021-08-09,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000076,Outremont,DUNLOP,parterre,SYRINGA R. IVORY SILK,6,295696.15,5041509.85,2025-04-17,SYRINGA,2025,Moins de 10 cm,FALSE
OUT_0000077,Outremont,DUNLOP,parterre,ULMUS 'ACCOLADE',12,295707.28,5041503.88,2021-08-09,ULMUS,2021,10 à moins de 30 cm,FALSE
OUT_0000078,Outremont,DUNLOP,parterre,GLEDITSIA T. 'STREET KEEPER',5,295712.74,5041499.26,2023-12-01,GLEDITSIA,2023,Moins de 10 cm,FALSE
OUT_0000079,Outremont,DUNLOP,façade,ACER PLATANOIDES,35,295759.07,5041472.34,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000080,Outremont,DUNLOP,droite,ACER PLATANOIDES,34,295771.14,5041464.6,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000081,Outremont,DUNLOP,banquette,ACER PLATANOIDES SUPERFORM,22,295781.58,5041457.34,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000082,Outremont,DUNLOP,banquette,GLEDITSIA T. 'STREET KEEPER',6,295787.46,5041452.37,2021-08-09,GLEDITSIA,2021,Moins de 10 cm,FALSE
OUT_0000083,Outremont,DUNLOP,banquette,GYMNOCLADUS DIOICUS 'ESPRESSO',5,295795.31,5041447.06,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000084,Outremont,DUNLOP,façade,ACER PLATANOIDES,58,295807.72,5041441.29,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000085,Outremont,DUNLOP,banquette,ACER PLATANOIDES DEBORAH,19,295822.42,5041428.41,2021-08-09,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000086,Outremont,DUNLOP,banquette,GINKGO BILOBA 'AUTUMN GOLD',5,295828.65,5041426.58,2020-12-03,GINKGO,2020,Moins de 10 cm,FALSE
OUT_0000087,Outremont,DUNLOP,banquette,ACER PLATANOIDES,53,295834.38,5041420.92,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000088,Outremont,DUNLOP,banquette,ACER PLATANOIDES DEBORAH,41,295846.41,5041414.42,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000089,Outremont,DUNLOP,banquette,PHELLODENDRON AMURENSIS 'MACHO,7,295864.13,5041403.88,2025-06-18,PHELLODENDRON,2025,Moins de 10 cm,FALSE
OUT_0000091,Outremont,DUNLOP,parterre,GLEDITSIA T. I. SHADEMASTER,13,295410.04,5041692.37,2023-03-27,GLEDITSIA,2023,10 à moins de 30 cm,FALSE
OUT_0000092,Outremont,DUNLOP,parterre,GLEDITSIA T. I. SHADEMASTER,10,295401.82,5041697.43,2023-03-27,GLEDITSIA,2023,10 à moins de 30 cm,FALSE
OUT_0000093,Outremont,DUNLOP,façade,ACER PLATANOIDES,61,295394.56,5041701.97,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000094,Outremont,DUNLOP,parterre,ACER PLATANOIDES,36,295387.76,5041707.87,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000095,Outremont,DUNLOP,parterre,ACER PLATANOIDES,64,295371.74,5041717.71,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000096,Outremont,DUNLOP,parterre,GINKGO BILOBA 'PRINC. SENTRY',7,295363.75,5041722.22,2023-03-27,GINKGO,2023,Moins de 10 cm,FALSE
OUT_0000097,Outremont,DUNLOP,gauche,ACER PLATANOIDES,75,295351.52,5041729.62,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000098,Outremont,DUNLOP,parterre,ACER PLATANOIDES,59,295338.65,5041738.39,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000099,Outremont,DUNLOP,parterre,TILIA AMERICANA REDMOND,7,295330.96,5041742.83,2021-08-09,TILIA,2021,Moins de 10 cm,FALSE
OUT_0000100,Outremont,DUNLOP,parterre,ACER SACCHARINUM,71,295324.15,5041746.68,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000101,Outremont,DUNLOP,parterre,TILIA TOMENTOSA,5,295316.75,5041751.29,2025-04-28,TILIA,2025,Moins de 10 cm,FALSE
OUT_0000102,Outremont,DUNLOP,façade,ACER PLATANOIDES,32,295306.02,5041757.62,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000103,Outremont,DUNLOP,parterre,ACER PLATANOIDES COLUMNARE,37,295301.15,5041760.34,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000104,Outremont,DUNLOP,façade,ACER PLATANOIDES,91,295281.83,5041774.39,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000105,Outremont,DUNLOP,droite,ACER SACCHARINUM,76,295277.13,5041776,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000106,Outremont,DUNLOP,parterre,AMELANCHIER LAEVIS,5,295265.19,5041785.18,2023-06-27,AMELANCHIER,2023,Moins de 10 cm,FALSE
OUT_0000107,Outremont,DUNLOP,parterre,TILIA AMERICANA REDMOND,18,295257.9,5041789.74,2023-03-23,TILIA,2023,10 à moins de 30 cm,FALSE
OUT_0000108,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',7,295248.88,5041795.27,2023-03-23,GYMNOCLADUS,2023,Moins de 10 cm,FALSE
OUT_0000109,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',7,295241.35,5041800.31,2023-03-23,GYMNOCLADUS,2023,Moins de 10 cm,FALSE
OUT_0000110,Outremont,DUNLOP,parterre,ACER PLATANOIDES,62,295235.05,5041804.8,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000111,Outremont,DUNLOP,parterre,GINKGO BILOBA 'WOODSTOCK',8,295224.83,5041810.68,2023-03-23,GINKGO,2023,Moins de 10 cm,FALSE
OUT_0000112,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',6,295216.11,5041815.88,2023-03-23,GYMNOCLADUS,2023,Moins de 10 cm,FALSE
OUT_0000113,Outremont,DUNLOP,parterre,GLEDITSIA T. I. SHADEMASTER,13,295210.49,5041819.66,2023-03-23,GLEDITSIA,2023,10 à moins de 30 cm,FALSE
OUT_0000114,Outremont,DUNLOP,parterre,OSTRYA VIRGINIANA,4,295202.11,5041823.82,2023-03-23,OSTRYA,2023,Moins de 10 cm,FALSE
OUT_0000115,Outremont,DUNLOP,parterre,ACER PLATANOIDES,29,295196.7,5041827.19,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000116,Outremont,DUNLOP,parterre,ACER PLATANOIDES,64,295187.48,5041832.63,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000117,Outremont,DUNLOP,parterre,GYMNOCLADUS DIOICUS,5,295176.21,5041838.92,2021-08-09,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000118,Outremont,DUNLOP,parterre,LIRIODENDRON TULIPIFERA,4,295169.39,5041844.59,2022-05-01,LIRIODENDRON,2022,Moins de 10 cm,FALSE
OUT_0000119,Outremont,HARTLAND,parterre,ACER PLATANOIDES,33,295328.64,5041853.27,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000120,Outremont,HARTLAND,droite,ACER PLATANOIDES,62,295321.99,5041857.97,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000121,Outremont,HARTLAND,parterre,GINKGO BILOBA 'WOODSTOCK',9,295313.47,5041864.27,2025-06-12,GINKGO,2025,Moins de 10 cm,FALSE
OUT_0000122,Outremont,HARTLAND,parterre,TILIA CORDATA GREENSPIRE,27,295303.12,5041871.78,2025-06-26,TILIA,2025,10 à moins de 30 cm,FALSE
OUT_0000123,Outremont,HARTLAND,façade,ACER PLATANOIDES,52,295293.11,5041876.81,2025-12-12,ACER,2025,30 à moins de 60 cm,FALSE
OUT_0000124,Outremont,HARTLAND,parterre,GLEDITSIA T. 'STREET KEEPER',6,295284.56,5041882.29,2025-04-17,GLEDITSIA,2025,Moins de 10 cm,FALSE
OUT_0000125,Outremont,HARTLAND,parterre,ACER PLATANOIDES,31,295273.39,5041889.75,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000126,Outremont,HARTLAND,façade,BETULA NIGRA 'HERITAGE',5,295265,5041894.15,2025-05-05,BETULA,2025,Moins de 10 cm,FALSE
OUT_0000127,Outremont,HARTLAND,parterre,FRAXINUS PENNSYLVANICA,34,295248.46,5041905.07,2024-07-25,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000128,Outremont,HARTLAND,parterre,PLATANUS OCCIDENTALIS,5,295239.18,5041911.93,2025-04-28,PLATANUS,2025,Moins de 10 cm,FALSE
OUT_0000129,Outremont,HARTLAND,parterre,TILIA CORDATA GREENSPIRE,15,295226.64,5041918.25,2021-08-10,TILIA,2021,10 à moins de 30 cm,FALSE
OUT_0000130,Outremont,HARTLAND,parterre,ACER PLATANOIDES SUPERFORM,21,295217.49,5041923.39,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000131,Outremont,HARTLAND,parterre,ACER PLATANOIDES SUPERFORM,17,295214.4,5041925.32,2021-08-10,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000132,Outremont,HARTLAND,gauche,ACER SACCHARINUM,76,295222.91,5041940.75,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000133,Outremont,HARTLAND,parterre,FRAXINUS PENNSYLVANICA,37,295233.59,5041933.69,2024-07-25,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000134,Outremont,HARTLAND,façade,FRAXINUS PENNSYLVANICA,39,295240.65,5041929.28,2024-09-09,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000135,Outremont,HARTLAND,parterre,ACER SACCHARINUM,79,295246.36,5041925.71,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000136,Outremont,HARTLAND,parterre,ACER FREEMANII AUTUMN BLAZE,5,295258.32,5041917.7,2025-04-28,ACER,2025,Moins de 10 cm,FALSE
OUT_0000137,Outremont,HARTLAND,parterre,ACER PLATANOIDES,37,295265.76,5041913.37,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000138,Outremont,HARTLAND,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',6,295276.27,5041906.8,2021-08-10,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000139,Outremont,HARTLAND,parterre,TILIA CORDATA,57,295282.16,5041903.12,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000140,Outremont,HARTLAND,parterre,TILIA CORDATA GREENSPIRE,16,295288.21,5041899.34,2021-08-10,TILIA,2021,10 à moins de 30 cm,FALSE
OUT_0000141,Outremont,HARTLAND,parterre,ACER PLATANOIDES,95,295299.52,5041889.97,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000142,Outremont,HARTLAND,parterre,ACER PLATANOIDES,15,295305.65,5041886.14,2021-08-10,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000143,Outremont,HARTLAND,parterre,ACER PLATANOIDES,57,295315.67,5041880.91,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000144,Outremont,HARTLAND,parterre,ACER PLATANOIDES,39,295325.58,5041874.04,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000145,Outremont,HARTLAND,parterre,ACER SACCHARINUM,68,295333.58,5041868.07,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000146,Outremont,HARTLAND,parterre,ACER PLATANOIDES,37,295360.5,5041852.59,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000147,Outremont,HARTLAND,parterre,GINKGO BILOBA 'PRINC. SENTRY',4,295368.42,5041847.76,2021-08-10,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000148,Outremont,HARTLAND,façade,ACER PLATANOIDES,58,295377.69,5041842.44,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000149,Outremont,HARTLAND,parterre,GINKGO BILOBA 'AUTUMN GOLD',3,295385.48,5041836.37,2021-08-10,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000150,Outremont,HARTLAND,parterre,ACER FREEMANII AUTUMN BLAZE,5,295392.2,5041831.54,2025-05-05,ACER,2025,Moins de 10 cm,FALSE
OUT_0000151,Outremont,HARTLAND,parterre,QUERCUS BICOLOR,5,295402.78,5041823.6,2021-11-17,QUERCUS,2021,Moins de 10 cm,FALSE
OUT_0000155,Outremont,HARTLAND,parterre,ACER PLATANOIDES,75,295441.26,5041799.8,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000156,Outremont,HARTLAND,parterre,TILIA CORDATA GREENSPIRE,15,295449.02,5041794.29,2021-08-10,TILIA,2021,10 à moins de 30 cm,FALSE
OUT_0000157,Outremont,HARTLAND,parterre,ACER PLATANOIDES,58,295455.51,5041790.31,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000158,Outremont,HARTLAND,parterre,QUERCUS RUBRA,4,295463.02,5041785.72,2022-08-11,QUERCUS,2022,Moins de 10 cm,FALSE
OUT_0000159,Outremont,HARTLAND,parterre,TILIA CORDATA GLENLEVEN,14,295480.34,5041775.52,2025-08-13,TILIA,2025,10 à moins de 30 cm,FALSE
OUT_0000160,Outremont,HARTLAND,parterre,TILIA CORDATA GREENSPIRE,13,295473.28,5041758.35,2021-08-10,TILIA,2021,10 à moins de 30 cm,FALSE
OUT_0000162,Outremont,HARTLAND,parterre,ACER PLATANOIDES EMLD QUN,15,295459.5,5041766.71,2021-08-10,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000163,Outremont,HARTLAND,parterre,GINKGO BILOBA 'PRINC. SENTRY',5,295451.31,5041772.71,2025-04-28,GINKGO,2025,Moins de 10 cm,FALSE
OUT_0000164,Outremont,HARTLAND,façade,ACER PLATANOIDES,76,295443.31,5041778.26,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000165,Outremont,HARTLAND,parterre,LIRIODENDRON TULIPIFERA,5,295434.75,5041784.06,2025-04-28,LIRIODENDRON,2025,Moins de 10 cm,FALSE
OUT_0000166,Outremont,HARTLAND,façade,ACER PLATANOIDES,53,295428.36,5041789.18,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000167,Outremont,HARTLAND,parterre,ACER PLATANOIDES,51,295423.16,5041793.21,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000168,Outremont,HARTLAND,parterre,ACER PLATANOIDES,66,295418.1,5041796.15,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000169,Outremont,HARTLAND,parterre,ACER PLATANOIDES,71,295409.76,5041801.4,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000170,Outremont,HARTLAND,parterre,ACER PLATANOIDES,29,295400.57,5041807.04,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000171,Outremont,HARTLAND,façade,ACER PLATANOIDES,43,295385.73,5041816.34,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000172,Outremont,HARTLAND,parterre,ULMUS 'ACCOLADE',13,295379.02,5041820.1,2021-08-10,ULMUS,2021,10 à moins de 30 cm,FALSE
OUT_0000173,Outremont,HARTLAND,façade,ACER PLATANOIDES,53,295371.72,5041826.63,2025-06-11,ACER,2025,30 à moins de 60 cm,FALSE
OUT_0000174,Outremont,HARTLAND,parterre,ACER PLATANOIDES,31,295360.62,5041832.51,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000175,Outremont,HARTLAND,façade,ACER PLATANOIDES,68,295351.48,5041836.6,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000177,Outremont,HARTLAND,parterre,ACER PLATANOIDES,79,295510.59,5041752.36,2024-07-25,ACER,2024,60 cm et plus,FALSE
