id_arbre,arrondissement,rue,emplacement,espece_latin,dhp_cm,x,y,date_releve,genre,annee_releve,classe_dhp,anomalie
OUT_0000518,Outremont,PRATT,façade,ACER SACCHARINUM,86,295440.07,5041560.88,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000519,Outremont,PRATT,façade,ACER SACCHARINUM,94,295447.3,5041556.76,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000520,Outremont,PRATT,façade,ACER PLATANOIDES,30,295454.25,5041552.77,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000521,Outremont,PRATT,parterre,AMELANCHIER LAEVIS,5,295459.71,5041549.11,2025-04-30,AMELANCHIER,2025,Moins de 10 cm,FALSE
OUT_0000522,Outremont,PRATT,façade,ACER SACCHARINUM,81,295465.59,5041544.92,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000523,Outremont,PRATT,parterre,SYRINGA RETICULATA,6,295474.13,5041537.28,1899-12-30,SYRINGA,1899,Moins de 10 cm,FALSE
OUT_0000524,Outremont,PRATT,façade,ACER PLATANOIDES,59,295476.77,5041538.47,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000525,Outremont,PRATT,parterre,ACER PLATANOIDES,38,295483.94,5041530.15,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000526,Outremont,PRATT,parterre,ACER PLATANOIDES,78,295497.82,5041523.07,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000527,Outremont,PRATT,parterre,GLEDITSIA T. I. SHADEMASTER,25,295506.12,5041518.89,2024-07-25,GLEDITSIA,2024,10 à moins de 30 cm,FALSE
OUT_0000528,Outremont,PRATT,parterre,GINKGO BILOBA 'PRINC. SENTRY',9,295510.78,5041515.44,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000529,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,23,295517.39,5041511.8,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000531,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,23,295529.7,5041503.69,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000532,Outremont,PRATT,façade,ACER SACCHARINUM,69,295535.1,5041497.48,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000533,Outremont,PRATT,gauche,ACER SACCHARINUM,54,295543.64,5041494.19,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000534,Outremont,PRATT,parterre,QUERCUS MACROCARPA,9,295549.91,5041491.81,2021-08-05,QUERCUS,2021,Moins de 10 cm,FALSE
OUT_0000535,Outremont,PRATT,droite,ACER PLATANOIDES,89,295559.41,5041484.82,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000536,Outremont,PRATT,parterre,GINKGO BILOBA 'AUTUMN GOLD',5,295568.27,5041480.82,2021-10-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000537,Outremont,PRATT,parterre,GINKGO BILOBA,12,295578.51,5041472.66,2021-08-05,GINKGO,2021,10 à moins de 30 cm,FALSE
OUT_0000538,Outremont,PRATT,parterre,GINKGO BILOBA 'PRINC. SENTRY',9,295586.14,5041467.38,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000539,Outremont,PRATT,parterre,PICEA PUNGENS,34,295593.45,5041459.8,2024-07-25,PICEA,2024,30 à moins de 60 cm,FALSE
OUT_0000540,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,35,295381.84,5041618.89,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000541,Outremont,PRATT,parterre,ACER PLATANOIDES,32,295372.39,5041623.26,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000542,Outremont,PRATT,parterre,ACER PLATANOIDES,31,295358.83,5041632.42,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000543,Outremont,PRATT,parterre,ACER PLATANOIDES EMLD QUN,18,295350.92,5041637.88,2021-08-05,ACER,2021,10 à moins de 30 cm,FALSE
OUT_0000544,Outremont,PRATT,façade,ACER SACCHARINUM,74,295341.89,5041644.14,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000545,Outremont,PRATT,parterre,GINKGO BILOBA 'PRINC. SENTRY',6,295332.65,5041650.01,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000546,Outremont,PRATT,parterre,ACER SACCHARINUM,78,295324.79,5041654.9,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000547,Outremont,PRATT,parterre,TILIA CORDATA GREENSPIRE,5,295316.85,5041659.86,2021-08-05,TILIA,2021,Moins de 10 cm,FALSE
OUT_0000549,Outremont,PRATT,façade,ACER PLATANOIDES,55,295302.9,5041669.33,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000550,Outremont,PRATT,parterre,TILIA CORDATA GREENSPIRE,22,295295.91,5041673.72,2024-07-25,TILIA,2024,10 à moins de 30 cm,FALSE
OUT_0000551,Outremont,PRATT,parterre,ULMUS X 'PROSPECTOR',30,295279.16,5041684.96,2025-11-17,ULMUS,2025,30 à moins de 60 cm,FALSE
OUT_0000552,Outremont,PRATT,façade,ACER PLATANOIDES,75,295271.52,5041689.09,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000553,Outremont,PRATT,parterre,GINKGO BILOBA 'PRINC. SENTRY',8,295262.27,5041694.3,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000554,Outremont,PRATT,droite,ACER PLATANOIDES,31,295242.79,5041708.84,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000555,Outremont,PRATT,façade,ACER PLATANOIDES,37,295234.31,5041712.34,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000556,Outremont,PRATT,façade,ACER SACCHARINUM,70,295224.04,5041718.42,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000557,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,32,295218.44,5041722.59,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000558,Outremont,PRATT,parterre,ACER PLATANOIDES,57,295212.92,5041727.24,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000560,Outremont,PRATT,façade,ACER PLATANOIDES,62,295197.98,5041735.68,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000561,Outremont,PRATT,parterre,ACER PLATANOIDES,37,295191.55,5041739.7,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000562,Outremont,PRATT,parterre,PICEA PUNGENS,25,295183.46,5041744.67,2024-07-25,PICEA,2024,10 à moins de 30 cm,FALSE
OUT_0000563,Outremont,PRATT,façade,ACER SACCHARINUM,82,295178.5,5041747.94,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000564,Outremont,PRATT,parterre,ACER SACCHARINUM,51,295170.72,5041752.69,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000565,Outremont,PRATT,façade,ACER SACCHARINUM,66,295162.9,5041757.45,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000566,Outremont,PRATT,façade,ACER SACCHARINUM,74,295156.2,5041761.86,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000567,Outremont,PRATT,façade,ACER SACCHARINUM,82,295146.83,5041768.29,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000568,Outremont,PRATT,parterre,ACER PLATANOIDES,29,295139.88,5041774.76,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000569,Outremont,PRATT,parterre,GINKGO BILOBA 'AUTUMN GOLD',5,295128.22,5041780.83,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000570,Outremont,PRATT,sur le côté façade,ACER PLATANOIDES,58,295099.74,5041798.71,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000571,Outremont,PRATT,parterre,ACER PLATANOIDES,51,295091.94,5041803.25,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000572,Outremont,PRATT,parterre,SYRINGA R. IVORY SILK,5,295080.14,5041811.13,2021-11-25,SYRINGA,2021,Moins de 10 cm,FALSE
OUT_0000573,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,36,295073.25,5041815.57,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000574,Outremont,PRATT,parterre,TILIA AMERICANA 'BOULEVARD',5,295064.03,5041821.45,2024-10-09,TILIA,2024,Moins de 10 cm,FALSE
OUT_0000575,Outremont,PRATT,parterre,ACER PLATANOIDES,73,295055.58,5041826.98,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000576,Outremont,PRATT,parterre,ACER PLATANOIDES,38,295024.66,5041848.16,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000578,Outremont,PRATT,parterre,ACER RUBRUM,21,294994.72,5041865.91,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000579,Outremont,PRATT,parterre,ACER RUBRUM,25,294987.37,5041871.61,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000580,Outremont,PRATT,parterre,ACER SACCHARINUM,81,294966.62,5041884.36,2024-08-15,ACER,2024,60 cm et plus,FALSE
OUT_0000581,Outremont,PRATT,parterre,ACER PLATANOIDES,51,294957.17,5041890.46,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000582,Outremont,PRATT,parterre,LIRIODENDRON TULIPIFERA,5,294950.38,5041895.09,2024-06-21,LIRIODENDRON,2024,Moins de 10 cm,FALSE
OUT_0000583,Outremont,PRATT,parterre,FRAXINUS PENNSYLVANICA,37,294941.65,5041899.98,2024-07-25,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000584,Outremont,PRATT,parterre,GYMNOCLADUS DIOICUS 'ESPRESSO',7,295091.79,5041782.45,2021-08-05,GYMNOCLADUS,2021,Moins de 10 cm,FALSE
OUT_0000585,Outremont,PRATT,façade,ACER PLATANOIDES,46,295087.47,5041786.49,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000586,Outremont,PRATT,façade,ACER PLATANOIDES,48,295066.97,5041798.74,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000587,Outremont,PRATT,parterre,ACER PLATANOIDES,62,295060.6,5041803.39,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000588,Outremont,PRATT,parterre,ACER PLATANOIDES,31,295051.94,5041808.81,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000589,Outremont,PRATT,façade,ACER PLATANOIDES,49,295045.06,5041813.29,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000590,Outremont,PRATT,façade,FRAXINUS PENNSYLVANICA,31,295037.1,5041818.27,2024-09-09,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000591,Outremont,PRATT,parterre,TILIA CORDATA,44,295024.04,5041826.17,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000592,Outremont,PRATT,parterre,GLEDITSIA T. 'STREET KEEPER',5,295015.07,5041832.51,2021-08-05,GLEDITSIA,2021,Moins de 10 cm,FALSE
OUT_0000593,Outremont,PRATT,gauche,ACER SACCHARINUM,72,295006.38,5041838.35,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000594,Outremont,PRATT,façade,ACER SACCHARINUM,82,294996.9,5041844.92,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000595,Outremont,PRATT,parterre,GYMNOCLADUS DIOICUS,14,294990.83,5041847.84,2024-08-19,GYMNOCLADUS,2024,10 à moins de 30 cm,FALSE
OUT_0000596,Outremont,PRATT,parterre,GYMNOCLADUS DIOICUS,14,294981.61,5041853.55,2025-06-11,GYMNOCLADUS,2025,10 à moins de 30 cm,FALSE
OUT_0000597,Outremont,PRATT,parterre,ACER PLATANOIDES,37,294947.99,5041875.06,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000598,Outremont,PRATT,façade,ACER PLATANOIDES,50,294940.02,5041881.29,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000599,Outremont,PRATT,parterre,AMELANCHIER CANADENSIS,5,294930.21,5041888.03,2025-09-25,AMELANCHIER,2025,Moins de 10 cm,FALSE
OUT_0000600,Outremont,PRATT,parterre,GINKGO BILOBA,12,295115.09,5041766.94,2021-08-05,GINKGO,2021,10 à moins de 30 cm,FALSE
OUT_0000601,Outremont,PRATT,parterre,ACER SACCHARINUM,68,295123.87,5041762.37,2025-04-22,ACER,2025,60 cm et plus,FALSE
OUT_0000602,Outremont,PRATT,façade,ACER SACCHARINUM,72,295134.92,5041754.44,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000603,Outremont,PRATT,façade,ACER SACCHARINUM,66,295145.58,5041748.1,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000604,Outremont,PRATT,parterre,ACER SACCHARINUM,55,295155.49,5041741.85,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000605,Outremont,PRATT,parterre,ACER SACCHARINUM,82,295167.84,5041733.56,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000606,Outremont,PRATT,parterre,ACER SACCHARINUM,43,295176.37,5041728.23,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000607,Outremont,PRATT,parterre,ACER PLATANOIDES,41,295183.54,5041723.96,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000608,Outremont,PRATT,parterre,ACER SACCHARINUM,71,295194.57,5041717.46,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000609,Outremont,PRATT,parterre,GLEDITSIA T. I. SHADEMASTER,16,295204.03,5041711.23,2024-06-04,GLEDITSIA,2024,10 à moins de 30 cm,FALSE
OUT_0000610,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,35,295210.94,5041707.06,2024-10-07,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000611,Outremont,PRATT,façade,ACER SACCHARINUM,78,295220.81,5041699.78,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000612,Outremont,PRATT,façade,ACER PLATANOIDES,31,295230.26,5041694.77,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000613,Outremont,PRATT,parterre,ACER PLATANOIDES,83,295253.61,5041680.74,2025-07-21,ACER,2025,60 cm et plus,FALSE
OUT_0000614,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,34,295259.38,5041675.7,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000615,Outremont,PRATT,parterre,TILIA CORDATA,45,295267.49,5041671.22,2025-06-05,TILIA,2025,30 à moins de 60 cm,FALSE
OUT_0000616,Outremont,PRATT,parterre,ACER PLATANOIDES,75,295277.56,5041665.32,2024-05-30,ACER,2024,60 cm et plus,FALSE
OUT_0000617,Outremont,PRATT,parterre,GINKGO BILOBA,12,295287.14,5041656.37,2021-08-05,GINKGO,2021,10 à moins de 30 cm,FALSE
OUT_0000618,Outremont,PRATT,façade,ACER PLATANOIDES,45,295294.56,5041652.19,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000619,Outremont,PRATT,parterre,ACER PLATANOIDES EMLD QUN,34,295307.84,5041646.12,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000620,Outremont,PRATT,parterre,GINKGO BILOBA 'PRINC. SENTRY',8,295319.79,5041638.44,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000621,Outremont,PRATT,parterre,ACER PLATANOIDES,55,295327.37,5041632.61,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000622,Outremont,PRATT,parterre,ACER PLATANOIDES,74,295334.01,5041627.83,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000623,Outremont,PRATT,parterre,GINKGO BILOBA 'AUTUMN GOLD',4,295344.88,5041621.71,2021-08-05,GINKGO,2021,Moins de 10 cm,FALSE
OUT_0000624,Outremont,PRATT,parterre,ACER PLATANOIDES DEBORAH,31,295355.55,5041614.05,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000625,Outremont,PRATT,façade,ACER PLATANOIDES,33,295364.32,5041609.39,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000626,Outremont,PRATT,façade,ACER PLATANOIDES,57,295372.32,5041605.56,2024-09-09,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000627,Outremont,BATES,parterre,ACER PLATANOIDES SCHWEDLERI,27,295145.13,5042108.53,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000628,Outremont,BATES,parterre,ULMUS 'ACCOLADE',5,295135.6,5042101.25,2025-07-18,ULMUS,2025,Moins de 10 cm,FALSE
OUT_0000629,Outremont,BATES,parterre,SYRINGA RETICULATA,29,295122.17,5042090.22,2024-07-25,SYRINGA,2024,10 à moins de 30 cm,FALSE
OUT_0000630,Outremont,BATES,parterre,SYRINGA RETICULATA,17,295117.47,5042086.49,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000631,Outremont,BATES,parterre,SYRINGA RETICULATA,17,295112.77,5042082.76,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000632,Outremont,BATES,parterre,SYRINGA RETICULATA,17,295108.07,5042079.04,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000633,Outremont,BATES,parterre,SYRINGA RETICULATA,15,295103.37,5042075.31,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000634,Outremont,BATES,parterre,SYRINGA RETICULATA,15,295088.45,5042063.79,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000635,Outremont,BATES,parterre,SYRINGA RETICULATA,15,295083.89,5042059.91,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000636,Outremont,BATES,parterre,SYRINGA RETICULATA,16,295078.95,5042056.33,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000637,Outremont,BATES,parterre,SYRINGA RETICULATA,13,295074.28,5042052.63,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000638,Outremont,BATES,parterre,SYRINGA RETICULATA,14,295069.67,5042048.86,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000639,Outremont,BATES,parterre,SYRINGA RETICULATA,12,295064.87,5042045.19,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000640,Outremont,BATES,parterre,SYRINGA RETICULATA,16,295060.3,5042041.28,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000641,Outremont,BATES,parterre,SYRINGA RETICULATA,8,295055.44,5042037.82,2021-08-12,SYRINGA,2021,Moins de 10 cm,FALSE
OUT_0000642,Outremont,BATES,parterre,SYRINGA RETICULATA,17,295050.8,5042033.95,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000643,Outremont,BATES,parterre,SYRINGA RETICULATA,12,295046.28,5042030.13,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000644,Outremont,BATES,parterre,SYRINGA RETICULATA,13,295041.44,5042026.39,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000645,Outremont,BATES,parterre,SYRINGA RETICULATA,12,295036.74,5042022.74,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000646,Outremont,BATES,parterre,SYRINGA RETICULATA,13,295032.39,5042019.34,2021-08-12,SYRINGA,2021,10 à moins de 30 cm,FALSE
OUT_0000647,Outremont,BATES,parterre,ACER NEGUNDO,75,294935.39,5041918.67,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000648,Outremont,BATES,parterre,ULMUS 'ACCOLADE',7,294937.96,5041922.86,2021-08-12,ULMUS,2021,Moins de 10 cm,FALSE
OUT_0000649,Outremont,BATES,parterre,ACER SACCHARINUM,62,294951.72,5041933.31,2026-01-09,ACER,2026,60 cm et plus,FALSE
OUT_0000650,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,39,294958.16,5041938.33,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000651,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,32,294994.87,5041967.03,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000652,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,35,295002.5,5041973.55,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000653,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,35,295010.55,5041979.94,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000654,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,34,295018.27,5041986.4,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000655,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,30,295026.26,5041992.7,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000656,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,32,295034.19,5041998.91,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000657,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,32,295039.62,5042002.88,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000658,Outremont,BATES,parterre,ACER PLATANOIDES SUPERFORM,24,295055.94,5042015.63,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000659,Outremont,BATES,parterre,ACER PLATANOIDES SUPERFORM,26,295063.91,5042021.69,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000660,Outremont,BATES,parterre,ACER SACCHARINUM,57,295070.04,5042026.42,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000661,Outremont,BATES,parterre,ACER PLATANOIDES SUPERFORM,27,295077.64,5042032.26,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000662,Outremont,BATES,parterre,ACER SACCHARINUM,64,295084.38,5042040.46,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000663,Outremont,BATES,parterre,ACER SACCHARINUM,63,295094.31,5042047.54,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000664,Outremont,BATES,parterre,ACER SACCHARINUM,42,295101.93,5042052.78,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000665,Outremont,BATES,parterre,ACER SACCHARINUM,58,295108.75,5042058.17,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000666,Outremont,BATES,parterre,ACER SACCHARINUM,63,295116.29,5042063.17,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000667,Outremont,BATES,parterre,ACER PLATANOIDES SUPERFORM,22,295124.67,5042069.86,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000668,Outremont,BATES,parterre,ACER PLATANOIDES SUPERFORM,35,295135.36,5042079.46,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000669,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,31,295175.14,5042109.94,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000670,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,33,295183,5042116.14,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000671,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,37,295190.85,5042122.33,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000672,Outremont,BATES,parterre,ACER PLATANOIDES COLUMNARE,31,295198.7,5042128.52,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000673,Outremont,GLENDALE,parterre,ACER PLATANOIDES,24,295044.72,5041834.15,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000674,Outremont,GLENDALE,sur le côté façade,ACER PLATANOIDES,68,295047.6,5041843.65,2024-09-09,ACER,2024,60 cm et plus,FALSE
OUT_0000675,Outremont,GLENDALE,parterre,ACER SACCHARINUM,90,295054.41,5041854.47,2024-07-25,ACER,2024,60 cm et plus,FALSE
OUT_0000676,Outremont,GLENDALE,façade,ACER SACCHARINUM,76,295061.58,5041865.46,2024-11-25,ACER,2024,60 cm et plus,FALSE
OUT_0000677,Outremont,GLENDALE,parterre,ULMUS DAVIDIANA 'DISCOVERY',7,295065.85,5041871.57,2021-08-12,ULMUS,2021,Moins de 10 cm,FALSE
OUT_0000678,Outremont,GLENDALE,façade,AESCULUS GLABRA,25,295069.51,5041877.5,2024-09-09,AESCULUS,2024,10 à moins de 30 cm,FALSE
OUT_0000679,Outremont,GLENDALE,parterre,CARPINUS CAROLINIANA,5,295071.76,5041883.69,2024-06-21,CARPINUS,2024,Moins de 10 cm,FALSE
OUT_0000680,Outremont,GLENDALE,parterre,FRAXINUS PENNSYLVANICA,27,295076,5041889.47,2024-07-25,FRAXINUS,2024,10 à moins de 30 cm,FALSE
OUT_0000681,Outremont,GLENDALE,parterre,FRAXINUS PENNSYLVANICA,39,295080.57,5041894.91,2024-07-25,FRAXINUS,2024,30 à moins de 60 cm,FALSE
OUT_0000682,Outremont,GLENDALE,façade,ACER SACCHARINUM,82,295086.54,5041905.54,2026-01-12,ACER,2026,60 cm et plus,FALSE
OUT_0000683,Outremont,GLENDALE,parterre,TILIA CORDATA,50,295094.37,5041916.37,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000684,Outremont,GLENDALE,parterre,TILIA CORDATA,61,295108.67,5041938.32,2024-07-25,TILIA,2024,60 cm et plus,FALSE
OUT_0000685,Outremont,GLENDALE,façade,TILIA CORDATA,62,295120.38,5041957.55,2024-09-09,TILIA,2024,60 cm et plus,FALSE
OUT_0000686,Outremont,GLENDALE,parterre,TILIA CORDATA,52,295128.64,5041969.79,2024-07-25,TILIA,2024,30 à moins de 60 cm,FALSE
OUT_0000688,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,36,295110.29,5041973.38,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000689,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,38,295103.48,5041962.34,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000690,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,28,295100.49,5041957.24,2024-07-25,ACER,2024,10 à moins de 30 cm,FALSE
OUT_0000691,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,35,295096.37,5041950.34,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000692,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,36,295093.54,5041945.13,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000693,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,44,295090,5041938.24,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000694,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,32,295084.3,5041929.12,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
OUT_0000695,Outremont,GLENDALE,parterre,ACER PLATANOIDES COLUMNARE,37,295081.12,5041924.03,2024-07-25,ACER,2024,30 à moins de 60 cm,FALSE
